;Name;Location;Year;Kilometers_Driven;Fuel_Type;Transmission;Owner_Type;Mileage;Engine;Power;Seats;New_Price;Price
3177;Maruti Wagon R LXI;Pune;2006;52000;Petrol;Manual;Second;18,9;998;67,1;5;;2000
3178;Volkswagen Polo Petrol Highline 1.2L;Mumbai;2011;20000;Petrol;Manual;First;16,47;1198;73,9;5;;3500
3179;Honda Civic 2010-2013 1.8 S MT;Hyderabad;2011;55000;Petrol;Manual;First;14,8;1799;130,2;5;;5000
3180;Maruti Eeco CNG 5 Seater AC;Ahmedabad;2015;47001;CNG;Manual;First;20;1196;63;5;5,36;3720
3181;Maruti Wagon R VXI;Chennai;2014;52000;Petrol;Manual;First;22,5;998;67,04;5;5,51;3450
3182;Maruti Swift Dzire VDI;Kolkata;2013;43284;Diesel;Manual;First;23,4;1248;74;5;;4500
3183;Hyundai Creta 1.6 SX Plus Petrol Automatic;Coimbatore;2018;23875;Petrol;Automatic;First;13;1591;121,3;5;;14360
3184;Hyundai Grand i10 Asta;Bangalore;2016;51866;Petrol;Manual;First;18,9;1197;82;5;;5500
3185;Nissan Micra Diesel XV Premium;Mumbai;2013;69000;Diesel;Manual;First;23,08;1461;63,1;5;;3000
3186;Hyundai Grand i10 1.2 Kappa Asta;Coimbatore;2017;62788;Petrol;Manual;First;18,9;1197;81,86;5;8,1;6080
3187;Volkswagen Vento Diesel Highline;Chennai;2013;150000;Diesel;Manual;First;20,54;1598;103,6;5;;5000
3188;Toyota Fortuner 4x2 AT;Kochi;2015;47566;Diesel;Automatic;First;12,55;2982;168,5;7;;20250
3189;Hyundai Santro GS zipDrive - Euro II;Chennai;2002;67000;Petrol;Manual;Third;0;999;null ;5;;1200
3190;Toyota Innova Crysta 2.8 GX AT;Pune;2018;20300;Diesel;Automatic;First;11,36;2755;171,5;7;20,97;18000
3191;Mercedes-Benz A Class A180 CDI;Pune;2015;48300;Diesel;Automatic;First;20;2143;107,3;5;;17500
3192;Hyundai EON D Lite;Pune;2013;30000;Petrol;Manual;First;21,1;814;55,2;5;;2100
3193;Hyundai Elantra CRDi SX;Bangalore;2012;36000;Diesel;Manual;Second;22,7;1582;126,24;5;;7500
3194;Mini Cooper 3 DOOR D;Kochi;2015;27641;Diesel;Automatic;Second;20,7;1496;113,98;4;34,89;24770
3195;Renault Duster 110PS Diesel RXZ Option;Bangalore;2015;60000;Diesel;Manual;First;19,64;1461;108,45;5;;8650
3196;Ford Endeavour 3.2 Titanium AT 4X4;Chennai;2019;9000;Diesel;Automatic;First;10,91;3198;197;7;;35500
3197;Toyota Corolla Altis GL MT;Delhi;2014;60750;Petrol;Manual;First;14,28;1798;138,03;5;;10500
3198;Mahindra XUV500 W7;Delhi;2018;9000;Diesel;Manual;First;14;2179;155;7;16,4;13000
3199;BMW 7 Series 730Ld Design Pure Excellence CBU;Kolkata;2012;41100;Diesel;Automatic;First;16,77;2993;261,49;5;1,66 Cr;26500
3200;Maruti Wagon R LX BSIII;Ahmedabad;2004;60000;Petrol;Manual;Second;17,3;1061;64;5;;1400
3201;Honda City i VTEC SV;Kochi;2017;38424;Petrol;Manual;First;17,8;1497;117,3;5;;7510
3202;Maruti Swift VDI;Delhi;2014;50000;Diesel;Manual;First;22,9;1248;74;5;;4300
3203;Honda City i-VTEC CVT VX;Mumbai;2015;19000;Petrol;Automatic;First;18;1497;117,3;5;15,29;8950
3204;Maruti Ertiga VDI;Kochi;2015;58734;Diesel;Manual;First;20,77;1248;88,76;7;;6910
3205;Renault Duster 110PS Diesel RxZ;Coimbatore;2016;65257;Diesel;Manual;First;19,01;1461;108,45;5;;9750
3206;Maruti Swift Dzire VDi;Jaipur;2010;130000;Diesel;Manual;Second;19,3;1248;73,9;5;;4000
3207;Maruti Ritz VDi;Hyderabad;2011;79000;Diesel;Manual;First;23,2;1248;73,94;5;;3650
3208;Mahindra XUV500 W8 4WD;Chennai;2013;78000;Diesel;Manual;First;15,1;2179;140;7;;10750
3209;Honda Brio S MT;Kochi;2015;49133;Petrol;Manual;First;19,4;1198;86,8;5;;4510
3210;Mercedes-Benz M-Class ML 350 4Matic;Coimbatore;2016;22769;Diesel;Automatic;First;0;2987;165;5;;49220
3211;Tata Manza Club Class Quadrajet90 LS;Coimbatore;2014;54448;Diesel;Manual;First;21,02;1248;88,8;5;;3700
3212;Toyota Innova 2.5 V Diesel 7-seater;Hyderabad;2014;158793;Diesel;Manual;First;12,8;2494;102;7;;12990
3213;Maruti Swift VXI;Delhi;2015;62088;Petrol;Manual;First;18,6;1197;85,8;5;;4150
3214;Hyundai Verna 1.6 EX VTVT;Kolkata;2012;14800;Petrol;Manual;First;17,01;1591;121,3;5;;4400
3215;Honda Mobilio S i VTEC;Kolkata;2015;26000;Petrol;Manual;First;17,3;1497;117,3;7;;4250
3216;Honda Amaze S i-Vtech;Mumbai;2017;32005;Petrol;Manual;First;18;1198;86,7;5;;4250
3217;Honda City i-VTEC CVT VX;Jaipur;2017;35000;Petrol;Automatic;First;18;1497;117,3;5;14,67;7700
3218;Land Rover Range Rover 2.2L Dynamic;Pune;2015;52000;Diesel;Automatic;First;12,7;2179;187,7;5;;39750
3219;Honda City i-VTEC V;Mumbai;2017;11000;Petrol;Manual;First;17,4;1497;117,3;5;12,57;8500
3220;Mercedes-Benz E-Class 280 Elegance;Jaipur;2008;62000;Petrol;Automatic;First;9,5;2997;231,1;5;;7000
3221;Ford Ikon 1.3 Flair;Chennai;2002;65134;Petrol;Manual;Third;13,8;1299;70;5;;800
3222;Toyota Fortuner 4x2 Manual;Delhi;2013;71000;Diesel;Manual;First;13;2982;168,5;7;;15250
3223;Maruti A-Star Vxi;Hyderabad;2008;51366;Petrol;Manual;First;19;998;66,1;5;;2250
3224;Tata Sumo EX;Kolkata;2016;46300;Diesel;Manual;First;14,07;1948;83,1;7;;4850
3225;Honda City V AT;Coimbatore;2012;60908;Petrol;Automatic;Second;15,6;1497;116,3;5;;6420
3226;Nissan Micra XV D;Chennai;2012;93450;Diesel;Manual;Second;23,19;1461;63,12;5;9,48;2500
3227;Hyundai Verna SX CRDi AT;Hyderabad;2011;104000;Diesel;Automatic;First;19,08;1582;126,32;5;;5750
3228;Maruti 800 Std;Pune;2003;52000;Petrol;Manual;First;16,1;796;37;4;;500
3229;Mahindra XUV500 W8 4WD;Coimbatore;2015;42999;Diesel;Manual;First;15,1;2179;140;7;;11520
3230;Maruti SX4 VDI;Delhi;2014;90000;Diesel;Manual;First;21,5;1248;88,8;5;;4500
3231;Hyundai i20 Sportz AT 1.4;Bangalore;2013;72000;Petrol;Automatic;First;15;1396;98,6;5;;4750
3232;Hyundai Creta 1.6 CRDi SX;Coimbatore;2019;54321;Diesel;Manual;First;19,67;1582;126,2;5;;13540
3233;Mercedes-Benz E-Class E250 CDI Avantgrade;Kochi;2015;59630;Diesel;Automatic;First;13;2143;201,1;5;;23410
3234;Toyota Fortuner 4x2 AT;Hyderabad;2013;116000;Diesel;Automatic;Second;12,55;2982;168,5;7;;19250
3235;Volvo S60 D4 KINETIC;Ahmedabad;2015;34000;Diesel;Automatic;First;9;1984;181;5;;20000
3236;Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde;Delhi;2011;70000;Diesel;Automatic;First;14,21;2143;203;5;;13000
3237;Honda Aord 2.4 Elegance M/T;Chennai;2010;80000;Petrol;Manual;First;10,2;2354;180;5;;3990
3238;Honda Amaze S i-Dtech;Pune;2015;110000;Diesel;Manual;First;25,8;1498;98,6;5;;4650
3239;Maruti Dzire ZDI;Ahmedabad;2013;56454;Diesel;Manual;First;28,4;1248;73,75;5;8,95;4650
3240;Maruti Swift LXI;Kolkata;2013;60000;Petrol;Manual;First;18,6;1197;85,8;5;;3150
3241;Toyota Corolla Altis G HV AT;Delhi;2013;56000;Petrol;Automatic;First;14,53;1798;138,1;5;;8250
3242;Land Rover Range Rover Vogue SE 4.4 SDV8;Bangalore;2012;63000;Diesel;Automatic;Second;11,49;4367;335,3;5;;65000
3243;Maruti Swift VDI;Chennai;2012;63000;Diesel;Manual;First;22,9;1248;74;5;;4500
3244;Jeep Compass 2.0 Limited Option 4X4;Kolkata;2017;15050;Diesel;Manual;First;16,3;1956;170;5;23,19;17500
3245;Maruti Swift VXI BSIV;Mumbai;2016;29401;Petrol;Manual;First;20,4;1197;81,8;5;;4310
3246;Honda Jazz 1.2 SV i VTEC;Kochi;2016;25238;Petrol;Manual;First;18,7;1199;88,7;5;;6200
3247;Toyota Etios GD;Chennai;2011;79000;Diesel;Manual;First;23,59;1364;null ;5;;4670
3248;Volkswagen Polo Petrol Trendline 1.2L;Kochi;2011;58752;Petrol;Manual;First;16,47;1198;73,9;5;;3320
3249;Honda Civic 2006-2010 1.8 V AT;Delhi;2011;62000;Petrol;Automatic;First;12,9;1799;130;5;;3750
3250;Toyota Etios G SP;Bangalore;2013;132000;Petrol;Manual;First;16,78;1496;88,73;5;;4700
3251;Hyundai Verna 1.6 SX VTVT;Chennai;2016;51000;Petrol;Manual;First;17,01;1591;121,3;5;;6500
3252;Toyota Innova 2.5 G4 Diesel 8-seater;Hyderabad;2009;185200;Diesel;Manual;First;12,8;2494;102;8;;7250
3253;Maruti SX4 S Cross DDiS 320 Zeta;Coimbatore;2016;61717;Diesel;Manual;First;22,7;1598;118;5;;8940
3254;Ford Freestyle Titanium Plus Petrol;Kolkata;2018;8896;Petrol;Manual;First;19;1194;94,68;5;8,24;7340
3255;Maruti Baleno Alpha 1.2;Delhi;2016;17000;Petrol;Manual;First;21,4;1197;83,1;5;;6900
3256;Honda Jazz V;Mumbai;2016;31378;Petrol;Manual;First;18,2;1199;88,7;5;8,71;5900
3257;Hyundai Verna 1.6 CRDi EX AT;Pune;2013;114000;Diesel;Automatic;First;22,32;1582;126,3;5;;6750
3258;Honda Amaze VX i-DTEC;Ahmedabad;2014;81000;Diesel;Manual;First;25,8;1498;98,6;5;;4100
3259;Audi Q3 30 TDI Premium FWD;Mumbai;2017;31000;Diesel;Automatic;First;18,51;1968;147,51;5;44,75;27000
3260;Skoda Rapid 2013-2016 1.6 MPI Ambition;Mumbai;2014;35000;Petrol;Manual;First;15;1598;103,52;5;;4500
3261;Audi A4 2.0 TDI 177  Premium Plus;Kolkata;2013;60001;Diesel;Automatic;First;17,11;1968;174,33;5;;14500
3262;Maruti Swift Dzire VDI;Jaipur;2014;75074;Diesel;Manual;First;23,4;1248;74;5;;5250
3263;Tata Indica Vista Quadrajet LS;Kolkata;2012;80000;Diesel;Manual;Second;22,3;1248;74;5;;1200
3264;Toyota Innova 2.5 G (Diesel) 8 Seater;Jaipur;2006;147350;Diesel;Manual;Second;12,99;2494;100,6;8;;4950
3265;Renault Duster 110PS Diesel RxZ Plus;Hyderabad;2013;60000;Diesel;Manual;First;19,64;1461;108,45;5;;7500
3266;Mercedes-Benz E-Class E400 Cabriolet;Kolkata;2015;7501;Petrol;Automatic;First;10;2996;333;4;87,57;48000
3267;Honda Amaze S i-Dtech;Delhi;2015;58000;Diesel;Manual;First;25,8;1498;98,6;5;;4450
3268;Mercedes-Benz GLE 350d;Coimbatore;2018;29277;Diesel;Automatic;First;11,57;2987;254,79;5;95,13;59650
3269;Maruti Ritz VDi;Kochi;2015;57034;Diesel;Manual;First;23,2;1248;73,94;5;;4380
3270;Maruti Ciaz ZDi Plus SHVS;Kochi;2016;40810;Diesel;Manual;First;28,09;1248;88,5;5;;7900
3271;Hyundai Santro Xing GL;Bangalore;2008;35268;Petrol;Manual;Second;0;1086;62;5;;1880
3272;BMW 5 Series 520d Sedan;Mumbai;2008;81000;Diesel;Automatic;Second;18,48;;;;;10500
3273;Maruti Baleno Delta CVT;Coimbatore;2018;34630;Petrol;Automatic;First;21,4;1197;83,1;5;8,57;7290
3274;Ford Fiesta Diesel Titanium Plus;Hyderabad;2012;45122;Diesel;Manual;First;23,5;1498;88,7;5;;6000
3275;Mahindra XUV500 W8 2WD;Chennai;2011;126000;Diesel;Manual;Third;16;2179;140;7;;6700
3276;Maruti Alto LXi;Jaipur;2009;63000;Petrol;Manual;First;19,7;796;46,3;5;;1500
3277;Mini Cooper 3 DOOR D;Kochi;2016;32298;Diesel;Automatic;First;20,7;1496;113,98;4;35;23800
3278;Mahindra XUV500 W8 4WD;Kochi;2014;63288;Diesel;Manual;First;15,1;2179;140;7;;7770
3279;Hyundai Santro Xing GLS;Coimbatore;2012;43337;Petrol;Manual;First;17,92;1086;62,1;5;;3320
3280;Maruti Swift VDI;Kochi;2015;46561;Diesel;Manual;First;22,9;1248;74;5;;4940
3281;Mercedes-Benz A Class A180 CDI;Delhi;2013;34000;Diesel;Automatic;Second;20;2143;107,3;5;;11000
3282;Renault KWID RXT;Hyderabad;2016;48000;Petrol;Manual;First;25,17;799;53,3;5;;3400
3283;Maruti Swift VDI;Kochi;2013;56263;Diesel;Manual;First;22,9;1248;74;5;;4170
3284;Maruti Zen LXI;Hyderabad;2005;84060;Petrol;Manual;Second;17,3;993;60;5;;1250
3285;Hyundai Grand i10 Magna AT;Mumbai;2016;9000;Petrol;Automatic;First;18,9;1197;82;5;;5450
3286;Tata Manza Aura Quadrajet BS IV;Jaipur;2012;79000;Diesel;Manual;First;21,12;1248;88,8;5;;2590
3287;Mahindra XUV500 W10 AWD;Pune;2015;87900;Diesel;Manual;First;16;2179;140;7;;12010
3288;Maruti Swift Dzire 1.2 Vxi BSIV;Delhi;2010;72425;Petrol;Manual;Second;17,5;1197;85,8;5;;2450
3289;Audi Q3 35 TDI Quattro Premium Plus;Bangalore;2015;38000;Diesel;Automatic;First;15,73;1968;174,33;5;;29000
3290;Ford Fiesta 1.4 SXi TDCi;Hyderabad;2008;83000;Diesel;Manual;Second;17,8;1399;null ;5;;2400
3291;Mercedes-Benz New C-Class C 220 CDI Elegance AT;Hyderabad;2010;107000;Diesel;Automatic;First;14,84;2143;170;5;;11990
3292;Honda City i VTEC CVT VX;Delhi;2015;51000;Petrol;Automatic;First;18;1497;117,3;5;;7900
3293;Toyota Innova 2.5 GX 7 STR;Pune;2010;140000;Diesel;Manual;Third;12,8;2494;102;7;;6250
3294;Chevrolet Beat LT;Pune;2011;48000;Petrol;Manual;Second;18,6;1199;79,4;5;;1800
3295;Maruti Wagon R LXI CNG;Delhi;2013;62000;CNG;Manual;First;26,6;998;58,16;5;;2800
3296;Honda Jazz 1.2 S i VTEC;Mumbai;2015;31000;Petrol;Manual;First;18,7;1199;88,7;5;;4900
3297;Nissan Micra XL Primo;Jaipur;2010;75055;Petrol;Manual;First;18,06;1198;75;5;;2250
3298;Maruti Ciaz AT ZXi;Coimbatore;2017;51210;Petrol;Automatic;First;19,12;1373;91,1;5;;8890
3299;Toyota Fortuner 4x2 AT;Mumbai;2012;87000;Diesel;Automatic;First;12,55;2982;168,5;7;;15000
3300;Ford Aspire Ambiente Diesel;Kolkata;2018;17000;Diesel;Manual;First;26,1;1498;99;5;7,56;5650
3301;Maruti Ertiga ZDI;Jaipur;2014;57000;Diesel;Manual;First;20,77;1248;88,8;7;;7000
3302;Maruti Alto 800 LXI;Hyderabad;2016;9370;Petrol;Manual;First;22,74;796;47,3;5;;2950
3303;Honda Brio V MT;Chennai;2013;53226;Petrol;Manual;First;19,4;1198;86,8;5;;3300
3304;Hyundai Verna Transform CRDi VGT SX ABS;Hyderabad;2010;120000;Diesel;Manual;Second;16,2;1493;110;5;;3500
3305;Honda City 1.5 GXI;Jaipur;2007;75055;Petrol;Manual;First;12,8;1493;100;5;;2300
3306;Hyundai Creta 1.6 CRDi SX;Coimbatore;2017;37247;Diesel;Manual;First;19,67;1582;126,2;5;;13690
3307;Toyota Etios Liva GD;Delhi;2013;64000;Diesel;Manual;First;23,59;1364;67,06;5;;3100
3308;Hyundai Sonata Transform 2.4 GDi MT;Mumbai;2014;12000;Petrol;Manual;First;13,44;2359;198,25;5;;12750
3309;Hyundai Creta 1.6 CRDi SX Option;Pune;2017;40158;Diesel;Manual;First;19,67;1582;126,2;5;;13750
3310;Honda Jazz 1.2 SV i VTEC;Chennai;2017;11000;Petrol;Manual;First;18,7;1199;88,7;5;;6750
3311;Volkswagen Vento Diesel Comfortline;Chennai;2014;70010;Diesel;Manual;First;20,54;1598;103,6;5;;5250
3312;Mahindra XUV500 W6 2WD;Mumbai;2015;82000;Diesel;Manual;First;16;2179;140;7;;8750
3313;Mahindra TUV 300 2015-2019 T8;Kochi;2017;57259;Diesel;Manual;First;18,49;1493;100;7;;8870
3314;Honda Aord 2001-2003 2.3 VTi L AT;Bangalore;2010;84000;Petrol;Automatic;Second;11,1;2354;142;5;;6500
3315;Maruti Ertiga VDI;Pune;2012;168000;Diesel;Manual;First;20,77;1248;88,76;7;;4500
3316;Mahindra Ssangyong Rexton RX5;Hyderabad;2012;73670;Diesel;Manual;First;12,83;2696;162;7;;12500
3317;Toyota Fortuner 4x2 AT;Delhi;2014;89540;Diesel;Automatic;First;12,55;2982;168,5;7;;16800
3318;Maruti Ertiga ZDI;Hyderabad;2016;85423;Diesel;Manual;First;20,77;1248;88,8;7;;8750
3319;Hyundai Elantra CRDi SX AT;Pune;2013;48823;Diesel;Automatic;First;19,5;1582;126,24;5;;8500
3320;Hyundai i10 Magna 1.2;Kolkata;2011;35082;Petrol;Manual;First;20,36;1197;78,9;5;;2210
3321;Maruti Omni MPI STD BSIV;Jaipur;2012;126000;Petrol;Manual;First;16,8;796;34,2;5;;1600
3322;Honda Amaze VX AT i-Vtech;Delhi;2016;19000;Petrol;Automatic;First;15,5;1198;86,7;5;;6250
3323;Honda Civic 2006-2010 1.8 V AT;Mumbai;2007;69000;Petrol;Automatic;Second;12,9;1799;130;5;;2250
3324;Mercedes-Benz CLA 200 CDI Sport;Kochi;2019;29836;Diesel;Automatic;First;17,9;2143;136;5;43,07;25750
3325;Skoda Superb 1.8 TFSI MT;Ahmedabad;2010;48002;Petrol;Manual;Second;13,14;1798;157,8;5;;6750
3326;Maruti Ciaz ZDi Plus SHVS;Ahmedabad;2015;52324;Diesel;Manual;First;28,09;1248;88,5;5;;6250
3327;Ford Ecosport 1.5 DV5 MT Titanium Optional;Delhi;2013;65000;Diesel;Manual;First;22,7;1498;89,84;5;;5100
3328;Mercedes-Benz M-Class ML 320 CDI;Mumbai;2009;66000;Diesel;Automatic;Second;8,7;2987;224,34;5;;10750
3329;Hyundai Grand i10 CRDi Sportz;Hyderabad;2016;75700;Diesel;Manual;First;24;1120;70;5;;5700
3330;Volkswagen Vento Diesel Breeze;Bangalore;2013;43000;Diesel;Manual;First;20,5;1598;105;5;;5950
3331;Chevrolet Beat Diesel LT;Kochi;2012;42706;Diesel;Manual;First;25,44;936;56,3;5;;2400
3332;Mahindra Quanto C6;Mumbai;2013;35000;Diesel;Manual;First;17,21;1493;100;7;;3490
3333;Hyundai i10 Asta 1.2 AT with Sunroof;Hyderabad;2011;54348;Petrol;Automatic;First;19,2;1197;80;5;;4000
3334;Toyota Etios Liva 1.4 GD;Delhi;2013;84000;Diesel;Manual;First;23,59;1364;67,04;5;7,83;3850
3335;Toyota Corolla Altis 2008-2013 1.8 VL AT;Mumbai;2010;63298;Petrol;Automatic;First;14,53;1794;138,1;5;;3950
3336;Hyundai i10 Magna 1.2;Jaipur;2013;75049;Petrol;Manual;Second;20,36;1197;78,9;5;;3000
3337;Ford Figo Aspire 1.2 Ti-VCT Titanium;Kochi;2018;24237;Petrol;Manual;First;18,16;1196;86,8;5;;6700
3338;Maruti Ritz ZXi;Coimbatore;2016;22767;Petrol;Manual;First;18,5;1197;85,8;5;;6140
3339;Hyundai i20 Sportz AT 1.4;Bangalore;2012;58000;Petrol;Automatic;Second;15;1396;98,6;5;;4400
3340;Maruti Swift Dzire LDI;Pune;2017;57000;Diesel;Manual;First;26,59;1248;74;5;;4250
3341;BMW 7 Series 2007-2012 750Li;Kochi;2010;50161;Petrol;Automatic;First;8,77;4395;402;5;;25930
3342;Maruti S Cross DDiS 320 Alpha;Kolkata;2016;45000;Diesel;Manual;First;22,7;1598;118;5;;7000
3343;Toyota Fortuner 4x4 AT;Coimbatore;2017;68319;Diesel;Automatic;First;12,55;2982;168,5;7;;25120
3344;Hyundai EON 1.0 Magna Plus Option O;Kochi;2017;30711;Petrol;Manual;First;20,3;998;68,05;5;;4450
3345;Hyundai i20 1.4 CRDi Magna;Kolkata;2011;38277;Diesel;Manual;First;21,9;1396;90;5;;2400
3346;Volkswagen Vento Diesel Highline;Pune;2012;115000;Diesel;Manual;Second;20,54;1598;103,6;5;;4330
3347;Maruti Swift Dzire VXi AT;Coimbatore;2017;46849;Petrol;Automatic;First;18,5;1197;83,14;5;;6930
3348;Hyundai i20 Magna 1.4 CRDi;Ahmedabad;2014;64000;Diesel;Manual;First;21,9;1396;90;5;;4250
3349;Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency;Pune;2010;130923;Diesel;Automatic;First;14,21;2143;203;5;;12500
3350;Hyundai Grand i10 Sportz;Chennai;2015;15000;Petrol;Manual;First;18,9;1197;82;5;;4900
3351;Hyundai i20 1.4 CRDi Sportz;Mumbai;2014;32720;Diesel;Manual;First;23;1396;90;5;;4500
3352;Renault KWID RXT;Jaipur;2016;12500;Petrol;Manual;First;25,17;799;53,3;5;;3000
3353;Hyundai Xcent 1.2 Kappa AT SX Option;Chennai;2015;59800;Petrol;Automatic;First;16,9;1197;82;5;;5800
3354;Volkswagen Vento Petrol Highline;Pune;2011;54211;Petrol;Manual;First;15,04;1598;103,6;5;;3330
3355;Chevrolet Cruze LTZ AT;Kochi;2015;62242;Diesel;Automatic;First;14,39;1998;163,7;5;;6620
3356;Nissan Terrano XL 110 PS;Mumbai;2015;54000;Diesel;Manual;Second;19,01;1461;108,5;5;;5750
3357;Hyundai Verna 1.6 SX;Hyderabad;2012;65000;Diesel;Manual;First;22,32;1582;126,32;5;;6200
3358;Maruti Celerio VXI AMT;Chennai;2015;55000;Petrol;Automatic;First;23,1;998;67,04;5;6;3500
3359;Maruti Wagon R LXI;Pune;2010;71000;Petrol;Manual;First;18,9;998;67,1;5;;2000
3360;Hyundai i20 Magna Optional 1.4 CRDi;Chennai;2012;70000;Diesel;Manual;First;21,9;1396;88,8;5;;4000
3361;Audi A4 1.8 TFSI;Mumbai;2011;53000;Petrol;Automatic;First;12,3;1781;163,2;5;;9500
3362;BMW X1 sDrive20d;Mumbai;2013;43000;Diesel;Automatic;First;17,05;1995;184;5;;17500
3363;Skoda Rapid 1.6 MPI AT Elegance Plus;Mumbai;2015;54000;Petrol;Automatic;First;14,3;1598;103,52;5;;6110
3364;Hyundai i10 Magna;Ahmedabad;2014;51000;Petrol;Manual;First;20,36;1197;78,9;5;;3750
3365;Mitsubishi Pajero 2.8 GLX CRZ;Hyderabad;2007;78000;Diesel;Manual;Second;10,5;2835;107,2;6;;6200
3366;Honda City i DTEC SV;Mumbai;2014;25000;Diesel;Manual;First;26;1498;98,6;5;;6150
3367;Maruti Alto K10 2010-2014 VXI;Pune;2012;12600;Petrol;Manual;First;20,92;998;67,1;5;;2400
3368;Maruti Swift Ldi BSIII;Pune;2009;80000;Diesel;Manual;Fourth & Above;17,8;1248;75;5;;2150
3369;Hyundai Grand i10 Magna;Kolkata;2016;21000;Petrol;Manual;First;18,9;1197;82;5;;3750
3370;Ford Figo Petrol ZXI;Mumbai;2011;32000;Petrol;Manual;Second;15,6;1196;70;5;;2150
3371;Hyundai Grand i10 SportZ Edition;Bangalore;2015;50000;Petrol;Manual;First;18,9;1197;81,86;5;;4750
3372;Maruti SX4 Vxi BSIV;Mumbai;2010;47500;Petrol;Manual;First;15,5;1586;103,3;5;;2450
3373;Honda City i-VTEC VX;Mumbai;2017;7500;Petrol;Manual;First;17,4;1497;117,3;5;13,76;11150
3374;Renault Duster 110PS Diesel RxZ AMT;Jaipur;2016;68163;Diesel;Automatic;First;19,6;1461;108,45;5;14,11;8900
3375;Honda Amaze S i-Dtech;Ahmedabad;2014;61000;Diesel;Manual;First;25,8;1498;98,6;5;;4350
3376;Toyota Innova 2.5 Z Diesel 7 Seater;Jaipur;2015;100000;Diesel;Manual;Second;12,99;2494;100,6;7;;12000
3377;BMW 3 Series 320d Highline;Mumbai;2009;61500;Diesel;Automatic;Second;16,07;1995;181;5;;8500
3378;Hyundai i10 Magna 1.1 iTech SE;Kochi;2017;42883;Petrol;Manual;First;19,81;1086;68,05;5;;4270
3379;Renault Duster 85PS Diesel RxL Optional with Nav;Jaipur;2012;97000;Diesel;Manual;Second;20,45;1461;83,8;5;;4250
3380;Mitsubishi Outlander 2.4;Bangalore;2010;39525;Petrol;Automatic;First;11,3;2360;170;5;;9250
3381;Maruti Vitara Brezza LDi;Kochi;2017;35384;Diesel;Manual;First;24,3;1248;88,5;5;9,12;8610
3382;Mercedes-Benz R-Class R350 CDI 4MATIC;Hyderabad;2010;46000;Diesel;Automatic;First;11,8;2987;261;7;;28000
3383;Ford EcoSport 1.5 Diesel Titanium;Coimbatore;2018;32189;Diesel;Manual;First;23;1498;98,96;5;11,2;9250
3384;Hyundai Verna 1.6 CRDI AT SX Option;Chennai;2016;27000;Diesel;Automatic;First;19,08;1582;126,2;5;;8600
3385;Volkswagen Polo 1.2 MPI Highline;Coimbatore;2018;22734;Petrol;Manual;First;16,47;1198;74;5;;7530
3386;Renault Duster 110PS Diesel RxL;Mumbai;2014;58002;Diesel;Manual;First;19,64;1461;108,45;5;;5750
3387;Honda Brio S Option AT;Chennai;2012;31500;Petrol;Automatic;First;16,5;1198;86,8;5;;4150
3388;Ford Figo 2015-2019 1.2P Titanium MT;Coimbatore;2017;30933;Petrol;Manual;First;18,16;1196;86,8;5;;5840
3389;Audi A6 2.0 TDI Design Edition;Kolkata;2012;27090;Diesel;Automatic;First;18,53;1968;187,74;5;;16500
3390;BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater;Mumbai;2015;29500;Diesel;Automatic;First;15,97;2993;258;7;;43000
3391;Hyundai i10 Sportz Option;Pune;2013;45000;Petrol;Manual;First;20,36;1197;78,9;5;;3550
3392;Hyundai i20 1.2 Asta Option;Hyderabad;2018;11691;Petrol;Manual;First;18,6;1197;81,83;5;;8900
3393;Skoda Octavia L and K 1.9 TDI MT;Hyderabad;2006;121000;Diesel;Manual;Second;16,4;1896;90;5;;2500
3394;Hyundai Verna Transform SX VGT CRDi;Hyderabad;2010;118077;Diesel;Manual;First;16,2;1493;110;5;;3850
3395;Hyundai Verna 1.6 SX VTVT (O) AT;Chennai;2012;36300;Petrol;Automatic;Third;17,1;1591;121,4;5;;7500
3396;Hyundai Getz GVS;Mumbai;2005;90000;Petrol;Manual;Second;15,3;1341;61;5;;1800
3397;Ford Figo Diesel EXI;Chennai;2010;78000;Diesel;Manual;First;20;1399;68;5;;2250
3398;Audi A6 2011-2015 35 TDI Technology;Mumbai;2015;42000;Diesel;Automatic;First;17,68;1968;174,33;5;;24250
3399;Volkswagen Polo 1.2 MPI Highline;Mumbai;2015;27000;Petrol;Manual;First;16,47;1198;74;5;;4350
3400;BMW X1 sDrive20d;Kolkata;2012;22000;Diesel;Automatic;First;17,05;1995;184;5;;11500
3401;Honda City i VTEC SV;Kolkata;2014;49000;Petrol;Manual;First;17,4;1497;117,3;5;;4750
3402;Hyundai i20 Sportz Option Diesel;Hyderabad;2012;42600;Diesel;Manual;First;23;1396;90;5;;4990
3403;Honda Jazz 1.2 V CVT i VTEC;Coimbatore;2018;12794;Petrol;Automatic;First;19;1199;88,7;5;;9150
3404;Maruti Swift 1.3 VXi;Jaipur;2006;125000;Petrol;Manual;Fourth & Above;16,1;;;;;2350
3405;Honda CR-V 2.4 AT;Hyderabad;2014;88046;Petrol;Automatic;First;10,1;2354;152;5;;13990
3406;Mercedes-Benz A Class A180 CDI;Bangalore;2014;8000;Diesel;Automatic;Second;20;2143;107,3;5;;19750
